#SL,Name of the Manufacturer,Brand Name,Generic Name,Strength,Dosage Description,Price,Use For,DAR,company_id,generic_id,strength_id,dose_id,slug,price_cleaned
18771,Kemiko Pharmaceuticals Ltd.,Fenaxo,Fexofenadine Hydrochloride,60 mg,Tablet,"7.02 Tk, 5.02 Tk",Human,237-0245-021,105,80,62.0,1,fenaxo,7.025.02
18789,Kemiko Pharmaceuticals Ltd.,Kemectin Vet,Ivermectin,1 gm/100 gm,Solution,"110.00 Tk, 501.50 Tk, 952.86 Tk",Veterinary,237-0257-077,105,445,52.0,14,kemectin-vet,110.00501.50952.86
18790,Kemiko Pharmaceuticals Ltd.,Kemimycin Vet,Oxytetracycline,20 gm/100 gm,Powder,"82.24 Tk, 381.14 Tk, 737.21 Tk",Veterinary,237-0256-077,105,135,117.0,21,kemimycin-vet,82.24381.14737.21
18792,Kemiko Pharmaceuticals Ltd.,Kliptol Antiseptic Mouth Wash,Eucalypytol + Menthol + Methyl Salicylate + Thymol,92 mg + 42 mg + 60 mg + 64 mg/100 ml,Mouth Wash,"75.00 Tk, 140.00 Tk",Human,237-0254-073,105,501,250.0,37,kliptol-antiseptic-mouth-wash,75.00140.00
18803,Kemiko Pharmaceuticals Ltd.,Ketrim Vet,Sulphamethoxazole + Trimethoprim,10 gm + 2 gm/100 ml,Suspension,"56.17 Tk, 231.00 Tk, 344.02 Tk",Veterinary,237-0266-077,105,23,457.0,6,ketrim-vet,56.17231.00344.02
18804,Kemiko Pharmaceuticals Ltd.,Doxikem Vet,Doxycycline,100 mg/gm,Powder,"165.50 Tk, 812.43 Tk",Veterinary,237-0264-077,105,136,118.0,21,doxikem-vet,165.50812.43
18805,Kemiko Pharmaceuticals Ltd.,Erom Vet,Erythromycin,550 mg/gm,Powder,"481.44 Tk, 852.56 Tk",Veterinary,237-0263-077,105,46,929.0,21,erom-vet,481.44852.56
18806,Kemiko Pharmaceuticals Ltd.,Mycosef Vet,Tylosin,20 gm/100 gm,Powder,"1103.00 Tk, 2116.00 Tk, 230.69 Tk",Veterinary,237-0262-077,105,138,117.0,21,mycosef-vet,1103.002116.00230.69
18808,Kemiko Pharmaceuticals Ltd.,Kamoxy Vet,Amoxicillin,30 %,Powder,"276.00 Tk, 1304.00 Tk",Veterinary,237-0260-077,105,28,115.0,21,kamoxy-vet,276.001304.00
18814,Kemiko Pharmaceuticals Ltd.,Enron Vet,Enrofloxacin,100 mg/ml,Solution,"200.60 Tk, 932.80 Tk, 1805.41 Tk",Veterinary,237-0285-077,105,134,116.0,14,enron-vet,200.60932.801805.41
18817,Kemiko Pharmaceuticals Ltd.,Ktrim-S Vet,Sulphadiazine + Trimethoprim,40 gm + 8 gm/100 ml,Suspension,"802.40 Tk, 1504.51 Tk",Veterinary,237-0288-077,105,754,492.0,6,ktrim-s-vet,802.401504.51
18818,Kemiko Pharmaceuticals Ltd.,Kvit-E-Sel Vet,Sodium Selenate + Vitamin E,50 mg + 10 gm/100 ml,Oral Solution,"135.40 Tk, 551.65 Tk, 952.86 Tk",Veterinary,237-0289-077,105,480,233.0,23,kvit-e-sel-vet,135.40551.65952.86
18858,Kemiko Pharmaceuticals Ltd.,Coxi-Vet,Toltrazuril,5 gm/100 ml,Suspension,"315.05 Tk, 601.80 Tk, 2507.52 Tk",Veterinary,237-0331-077,105,142,251.0,6,coxi-vet,315.05601.802507.52
18859,Kemiko Pharmaceuticals Ltd.,Kaben Vet,Albendazole,10 gm/100 ml,Suspension,"250.75 Tk, 1053.15 Tk",Veterinary,237-0332-077,105,19,106.0,6,kaben-vet,250.751053.15
19089,Labaid Pharmaceuticals Ltd.,Azilab,Azithromycin,200 mg/5 ml,Powder For Suspension,"100.00 Tk, 216.00 Tk",Human,278-0012-023,107,1,20.0,4,azilab,100.00216.00
19226,Leader Pharmaceuticals Limited,LFC-10 Solution,Ciprofloxacin,10 gm/100 ml,Solution,"150.00 Tk, 200.00 Tk, 950.00 Tk",Veterinary,405-0001-077,108,22,106.0,14,lfc-10-solution,150.00200.00950.00
19227,Leader Pharmaceuticals Limited,Stream (Vet) Solution,Sulphadiazine + Trimethoprim,40 gm + 8 gm/100 ml,Suspension,"170.00 Tk, 800.00 Tk, 1550.00 Tk",Veterinary,405-0002-077,108,754,492.0,6,stream-(vet)-solution,170.00800.001550.00
19231,Leader Pharmaceuticals Limited,LTSIN (Vet),Tylosin,20 gm/100 gm,Powder,"45.00 Tk, 210.00 Tk, 1000.00 Tk",Veterinary,405-0006-077,108,138,117.0,21,ltsin-(vet),45.00210.001000.00
19235,Leader Pharmaceuticals Limited,Lidasal (Vet),Levamisole,200 mg/gm,Powder,"40.00 Tk, 140.00 Tk",Veterinary,405-0010-077,108,125,390.0,21,lidasal-(vet),40.00140.00
19241,Leader Pharmaceuticals Limited,Florcol (Vet),Florfenicol,20 gm/100 ml,Oral Solution,"145.00 Tk, 750.00 Tk, 3100.00 Tk",Veterinary,405-0016-077,108,719,458.0,23,florcol-(vet),145.00750.003100.00
19247,Leon Pharmaceuticals Ltd.,Novazith,Azithromycin,200 mg/5 ml,Powder For Suspension,"80.24 Tk, 135.41 Tk, 185.56 Tk",Human,230-0014-023,109,1,20.0,4,novazith,80.24135.41185.56
19304,Leon Pharmaceuticals Ltd.,Cefuact 250,Cefuroxime,250 mg,Tablet,"25.08 Tk, 199.60 Tk",Human,230-0073-023,109,13,12.0,1,cefuact-250,25.08199.60
19355,Leon Pharmaceuticals Ltd.,Leolac,Lactulose,68 %,Oral Solution,"65.20 Tk, 140.42 Tk",Human,230-0127-060,109,201,163.0,23,leolac,65.20140.42
19362,Libra Infusion Limited,Hartsol,Calcium Chloride + Potassium Chloride + Sodium Chloride + Sodium Lactate,27 mg + 40 mg + 600 mg + 320 mg/100 ml,IV Infusion,"88.38 Tk, 108.97 Tk",Human,213-0020-079,110,1227,802.0,42,hartsol,88.38108.97
19370,Libra Infusion Limited,Libott,Dextrose,5 gm/100 ml,IV Infusion,"89.16 Tk, 106.51 Tk",Human,213-0001-079,110,848,251.0,42,libott,89.16106.51
19371,Libra Infusion Limited,Libott    10,Dextrose,10 gm/100 ml,IV Infusion,"92.34 Tk, 112.83 Tk",Human,213-0006-079,110,848,106.0,42,libott----10,92.34112.83
19372,Libra Infusion Limited,Libott    25,Dextrose,25 gm/100 ml,IV Infusion,"50.19 Tk, 73.88 Tk",Human,213-0007-079,110,848,182.0,42,libott----25,50.1973.88
19381,Libra Infusion Limited,Normasol,Sodium Chloride,.9 gm/100 ml,IV Infusion,"85.43 Tk, 102.44 Tk",Human,213-0003-079,110,115,626.0,42,normasol,85.43102.44
19399,Libra Infusion Limited,Hartsol Plus,Calcium Chloride + Dextrose Anhydrous + Potassium Chloride + Sodium Chloride + Sodium Lactate,20 mg + 5 gm + 30 mg + 600 mg + 310 mg/100 ml,IV Infusion,"62.96 Tk, 81.29 Tk",Human,213-0046-079,110,1654,1156.0,42,hartsol-plus,62.9681.29
19594,Medicon Pharmaceuticals Ltd.,Zitrex,Azithromycin,200 mg/5 ml,Powder For Suspension,"80.00 Tk, 125.00 Tk",Human,238-0065-023,114,1,20.0,4,zitrex,80.00125.00
19729,Medimet Pharmaceuticals Ltd.,Allbeevit,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.64 Tk, 62.19 Tk",Human,201-0044-078,115,21,26.0,5,allbeevit,35.6462.19
19839,Medimet Pharmaceuticals Ltd.,Safwash,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"50.00 Tk, 100.00 Tk, 200.00 Tk",Human,201-0125-071,115,175,145.0,29,safwash,50.00100.00200.00
19886,MedRx Life Science Ltd.,Medvit-ADE,Vitamin A + Vitamin D3 + Vitamin E,20 mg + 20000 IU + 1 Lac IU,Liquid,"150.00 Tk, 730.00 Tk, 1300.00 Tk",Veterinary,328-0006-077,116,650,1164.0,65,medvit-ade,150.00730.001300.00
19892,MedRx Life Science Ltd.,Medmycin,Erythromycin + Sulphadiazine + Trimethoprim,180 mg + 150 mg + 30 mg,Powder,"75.80 Tk, 365.00 Tk",Veterinary,328-0012-077,116,726,1108.0,21,medmycin,75.80365.00
19895,MedRx Life Science Ltd.,Povimed 10%,Povidone Iodine,10 gm/100 ml,Topical Solution,"35.00 Tk, 175.00 Tk, 341.00 Tk",Veterinary,328-0033-071,116,123,106.0,19,povimed-10%,35.00175.00341.00
19987,Millat Pharmaceuticals Ltd.,Hyginol,Cetrimide + Chlorhexidine Hydrochloride,500 mg + 100 mg/100 gm,Cream,"22.00 Tk, 30.00 Tk",Human,253-0018-071,117,409,170.0,11,hyginol,22.0030.00
19988,Millat Pharmaceuticals Ltd.,Hyginol,Cetrimide + Chlorhexidine Gluconate,3 gm + 300 mg/100 ml,Solution,"17.00 Tk, 26.00 Tk",Human,253-0019-071,117,408,171.0,14,hyginol,17.0026.00
19997,Millat Pharmaceuticals Ltd.,Mebolos,Lactulose,68 %,Oral Solution,"75.00 Tk, 140.00 Tk",Human,253-0062-060,117,201,163.0,23,mebolos,75.00140.00
20083,Modern Pharmaceuticals Ltd.,Modern's White fields,Benzoic Acid + Salicylic Acid,60 mg + 30 mg/gm,Ointment,"8.00 Tk, 11.00 Tk",Human,148-0027-071,118,33,35.0,9,modern's-white-fields,8.0011.00
20086,Modern Pharmaceuticals Ltd.,Salix,Salbutamol,2 mg/5 ml,Syrup,"9.60 Tk, 10.80 Tk, 16.12 Tk",Human,148-0053-044,118,36,23.0,5,salix,9.6010.8016.12
20125,Modern Pharmaceuticals Ltd.,Azmin,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.00 Tk, 130.00 Tk",Human,148-0099-023,118,1,20.0,4,azmin,85.00130.00
20215,Monicopharma Limited,Azimon,Azithromycin,200 mg/5 ml,Powder For Suspension,"90.00 Tk, 130.00 Tk",Human,138-0078-023,120,1,20.0,4,azimon,90.00130.00
20258,Monicopharma Limited,Allerkit-E,Ketotifen,.025 %,Eye Drops,"95.00 Tk, 95.36 Tk",Human,138-0128-052,120,112,162.0,18,allerkit-e,95.0095.36
20435,Mundipharma (Bangladesh) Pvt. Ltd.,Betaseptic Hand Rub,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"130.00 Tk, 215.00 Tk",Human,368-0023-071,123,175,145.0,29,betaseptic-hand-rub,130.00215.00
20459,Mystic Pharmaceuticals Ltd.,Clenol,Cetrimide + Chlorhexidine Hydrochloride,500 mg + 100 mg/100 gm,Cream,"12.00 Tk, 19.00 Tk",Human,121-0022-071,124,409,170.0,11,clenol,12.0019.00
20482,Mystic Pharmaceuticals Ltd.,Mylac,Lactulose,68 %,Oral Solution,"75.00 Tk, 140.00 Tk",Human,121-0008-060,124,201,163.0,23,mylac,75.00140.00
20512,Mystic Pharmaceuticals Ltd.,Clenol,Cetrimide + Chlorhexidine Gluconate,3 gm + 300 mg/100 ml,Solution,"15.00 Tk, 23.00 Tk, 87.00 Tk",Human,121-0070-071,124,408,171.0,14,clenol,15.0023.0087.00
20601,Naafco Pharma Ltd.,ESB3  30% Powder,Sulfaclozine,30 %,Powder,"17.00 Tk, 260.00 Tk",Veterinary,095-0077-077,125,756,115.0,21,esb3--30%-powder,17.00260.00
20602,Naafco Pharma Ltd.,Cosumix Plus,Sodium Sulfachloropyridazine + Trimethoprim,10 gm + 2 gm/100 gm,Powder,"17.00 Tk, 195.00 Tk",Veterinary,095-0078-077,125,755,494.0,21,cosumix-plus,17.00195.00
20754,Navana Pharmaceuticals Ltd.,Navaclox,Cloxacillin,125 mg/5 ml,Powder For Suspension,"250.00 Tk, 1200.00 Tk",Human,267-0019-023,128,780,17.0,4,navaclox,250.001200.00
20773,Navana Pharmaceuticals Ltd.,Placent B,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.11 Tk, 62.19 Tk",Human,267-0029-078,128,21,26.0,5,placent-b,35.1162.19
20859,Navana Pharmaceuticals Ltd.,Oxin  WS,Oxytetracycline,20 gm/100 gm,Powder,"80.60 Tk, 715.65 Tk",Veterinary,267-0081-077,128,135,117.0,21,oxin--ws,80.60715.65
20878,Navana Pharmaceuticals Ltd.,Erazine,Erythromycin + Sulphadiazine + Trimethoprim,18 gm + 15 gm + 3 gm/100 gm,Powder,"45.00 Tk, 80.00 Tk, 385.00 Tk",Veterinary,267-0186-077,128,726,463.0,21,erazine,45.0080.00385.00
20890,Navana Pharmaceuticals Ltd.,Chewce,Vitamin C,100 mg/5 ml,Syrup,"33.44 Tk, 60.40 Tk",Human,267-0195-078,128,194,18.0,5,chewce,33.4460.40
20921,Navana Pharmaceuticals Ltd.,Vetapar,Piperazine,100 %,Powder,"173.55 Tk, 727.20 Tk",Veterinary,267-0235-077,128,751,214.0,21,vetapar,173.55727.20
20988,Navana Pharmaceuticals Ltd.,Neparact TS,Nepafenac,300 mg/100 ml,Eye Drops,"145.00 Tk, 225.00 Tk",Human,267-0110-052,128,947,139.0,18,neparact-ts,145.00225.00
21095,Navana Pharmaceuticals Ltd.,Levoquin VET,Levofloxacin,10 gm/100 ml,Solution,"260.00 Tk, 1100.00 Tk",Veterinary,267-0455-077,128,95,106.0,14,levoquin-vet,260.001100.00
21161,Navana Pharmaceuticals Ltd.,Medavet Powder,Metronidazole,30 gm/100 gm,Water Soluble Powder,"135.00 Tk, 570.00 Tk",Veterinary,267-0556-077,128,34,112.0,22,medavet-powder,135.00570.00
21165,Navana Pharmaceuticals Ltd.,Navaprin Vet Pour On,Eprinomectin,150 mg/30 ml,Pour On (Solution),"175.00 Tk, 750.00 Tk",Veterinary,267-0560-077,128,1260,1173.0,96,navaprin-vet-pour-on,175.00750.00
21166,Navana Pharmaceuticals Ltd.,Resuf Vet 0.25 g IM/SC,Ceftiofur,250 mg/vial,Injection,"130.00 Tk, 250.00 Tk",Veterinary,267-0561-077,128,701,142.0,15,resuf-vet-0.25-g-im/sc,130.00250.00
21190,Navana Pharmaceuticals Ltd.,Navatyl (Vet) Powder,Tylvalosin,62.5 gm/100 gm,Water Soluble Powder,"650.00 Tk, 1500.00 Tk, 7200.00 Tk, 14000.00 Tk",Veterinary,267-0578-077,128,720,459.0,22,navatyl-(vet)-powder,650.001500.007200.0014000.00
21247,Newtec Pharmaceuticals Ltd.,Neo Sultec Vet,Neomycin Sulphate,70 gm/100 gm,Powder,"2200.00 Tk, 40.00 Tk, 300.00 Tk, 1250.00 Tk",Veterinary,377-0022-077,129,144,124.0,21,neo-sultec-vet,2200.0040.00300.001250.00
21249,Newtec Pharmaceuticals Ltd.,GM 20% Vet,Gentamicin,20 gm/100 gm,Oral Powder,"80.00 Tk, 750.00 Tk, 3500.00 Tk, 6500.00 Tk",Veterinary,377-0024-077,129,146,117.0,24,gm-20%-vet,80.00750.003500.006500.00
21251,Newtec Pharmaceuticals Ltd.,NEW PROVITILLC 25% VET,Tilmicosin,250 mg/ml,Oral Solution,"800.00 Tk, 3600.00 Tk",Veterinary,377-0010-077,129,140,119.0,23,new-provitillc-25%-vet,800.003600.00
21252,Newtec Pharmaceuticals Ltd.,NEWMYSIN 200 VET POWDER,Oxytetracycline,20 %,Powder,"79.00 Tk, 372.00 Tk, 720.00 Tk",Veterinary,377-0019-077,129,135,120.0,21,newmysin-200-vet-powder,79.00372.00720.00
21253,Newtec Pharmaceuticals Ltd.,NEW LEVON VET,Levofloxacin,10 gm/100 gm,Oral Powder,"60.00 Tk, 260.00 Tk, 1095.00 Tk",Veterinary,377-0018-077,129,95,123.0,24,new-levon-vet,60.00260.001095.00
21254,Newtec Pharmaceuticals Ltd.,NEW AMPROTECT 20% VET,Amprolium,20 %,Powder,"213.00 Tk, 1020.00 Tk, 2205.00 Tk",Veterinary,377-0014-077,129,141,120.0,21,new-amprotect-20%-vet,213.001020.002205.00
21255,Newtec Pharmaceuticals Ltd.,COCCITEC VET POWDER,Sulfaclozine,30 %,Powder,"970.00 Tk, 40.00 Tk, 200.00 Tk",Veterinary,377-0016-077,129,756,115.0,21,coccitec-vet-powder,970.0040.00200.00
21256,Newtec Pharmaceuticals Ltd.,NEW CONID VET,Erythromycin + Sulphadiazine + Trimethoprim,18 gm + 15 gm + 3 gm/100 gm,Powder,"75.00 Tk, 362.00 Tk, 1642.00 Tk",Veterinary,377-0015-077,129,726,463.0,21,new-conid-vet,75.00362.001642.00
21267,Newtec Pharmaceuticals Ltd.,MG VET,"Magnesium Hydroxide Dried Gel, 96% + Magnesium Hydroxide Paste, 34%",31.25 gm + 29.415 gm/500 ml,Suspension,"25.00 Tk, 45.00 Tk, 95.00 Tk, 180.00 Tk",Veterinary,377-0028-077,129,1685,1180.0,6,mg-vet,25.0045.0095.00180.00
21280,Nipa Pharmaceuticals Ltd.,B-Mycin,Betamethasone + Neomycin Sulphate,100 mg + 500 mg/100 gm,Ointment,"10.77 Tk, 13.00 Tk",Human,174-0136-071,131,807,522.0,9,b-mycin,10.7713.00
21290,Nipa Pharmaceuticals Ltd.,Chlorphen,Chloramphenicol,1 gm/100 gm,Eye Ointment,"8.50 Tk, 12.50 Tk",Human,174-0135-052,131,178,52.0,36,chlorphen,8.5012.50
21296,Nipa Pharmaceuticals Ltd.,Ciprin,Ciprofloxacin,300 mg/100 ml,Eye Drops,"40.00 Tk, 50.00 Tk",Human,174-0116-052,131,22,139.0,18,ciprin,40.0050.00
21341,Nipa Pharmaceuticals Ltd.,Nipaplex,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.00 Tk, 62.00 Tk",Human,174-0114-078,131,21,26.0,5,nipaplex,35.0062.00
21366,Nipa Pharmaceuticals Ltd.,Virin,Acyclovir,3 gm/100 gm,Eye Ointment,"100.00 Tk, 40.00 Tk",Human,174-0152-052,131,808,575.0,36,virin,100.0040.00
21415,Nipa Pharmaceuticals Ltd.,Azro,Azithromycin,200 mg/5 ml,Powder For Suspension,"95.00 Tk, 140.00 Tk, 190.00 Tk",Human,174-0206-023,131,1,20.0,4,azro,95.00140.00190.00
21430,Nipa Pharmaceuticals Ltd.,Buzz,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,400 mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml,Syrup,"52.00 Tk, 90.00 Tk",Human,174-0227-078,131,91,582.0,5,buzz,52.0090.00
21434,Nipa Pharmaceuticals Ltd.,Triocef,Cefixime,100 mg/5 ml,Powder For Suspension,"145.00 Tk, 210.00 Tk",Human,174-0195-023,131,14,18.0,4,triocef,145.00210.00
21452,Nipa Pharmaceuticals Ltd.,Surgex,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"40.00 Tk, 70.00 Tk, 130.00 Tk, 196.00 Tk",Human,174-0245-071,131,175,145.0,29,surgex,40.0070.00130.00196.00
21463,Nipa Pharmaceuticals Ltd.,Picoral,Sodium Picosulfate,100 mg/100 ml,Oral Solution,"85.00 Tk, 150.00 Tk",Human,174-0255-060,131,822,380.0,23,picoral,85.00150.00
21508,NIPRO JMI Pharma Limited,Niprolac,Lactulose,68 %,Oral Solution,"160.00 Tk, 280.00 Tk",Human,352-0061-060,133,201,163.0,23,niprolac,160.00280.00
21516,NIPRO JMI Pharma Limited,V4,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"20.90 Tk, 38.14 Tk",Human,352-0052-078,133,21,26.0,5,v4,20.9038.14
21525,NIPRO JMI Pharma Limited,Nitide,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.11 Tk, 50.15 Tk",Human,352-0042-027,133,85,18.0,4,nitide,35.1150.15
21617,NIPRO JMI Pharma Limited,Camphor Plus,Camphor + Menthol + Methyl Salicylate,4 gm + 10 gm + 30 gm/100 gm,Cream,"95.00 Tk, 120.00 Tk",Human,352-0155-071,133,770,509.0,11,camphor-plus,95.00120.00
21951,Novatek Pharmaceuticals Ltd.,Orgaxim,Cefixime,100 mg/5 ml,Powder For Suspension,"195.59 Tk, 240.72 Tk",Human,031-0038-023,135,14,18.0,4,orgaxim,195.59240.72
21969,Novatek Pharmaceuticals Ltd.,Orgazith,Azithromycin,200 mg/5 ml,Powder For Suspension,"95.00 Tk, 135.00 Tk",Human,031-0043-023,135,1,20.0,4,orgazith,95.00135.00
21989,Novatek Pharmaceuticals Ltd.,Sweet Flower,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"20.85 Tk, 38.03 Tk",Human,031-0065-078,135,21,26.0,5,sweet-flower,20.8538.03
21994,Novatek Pharmaceuticals Ltd.,Nitazet,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.11 Tk, 50.15 Tk",Human,031-0087-027,135,85,18.0,4,nitazet,35.1150.15
22049,Novatek Pharmaceuticals Ltd.,Cleanol,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"40.00 Tk, 75.00 Tk, 130.00 Tk, 140.00 Tk, 215.00 Tk",Human,031-0125-071,135,175,145.0,29,cleanol,40.0075.00130.00140.00215.00
22050,Novatek Pharmaceuticals Ltd.,cleanol scrub surgical,Chlorhexidine Gluconate,200 mg/100 ml,Gargle & Mouth Wash,"300.00 Tk, 450.00 Tk, 70.00 Tk, 130.00 Tk, 250.00 Tk",Human,031-0128-073,135,175,160.0,31,cleanol-scrub-surgical,300.00450.0070.00130.00250.00
22051,Novatek Pharmaceuticals Ltd.,supersol hand rub,Isopropyl Alcohol,75 ml/100 ml,Solution,"60.00 Tk, 100.00 Tk, 200.00 Tk, 240.00 Tk, 450.00 Tk",Human,031-0129-071,135,816,531.0,14,supersol-hand-rub,60.00100.00200.00240.00450.00
22502,One Pharma Ltd.,Ocimax 10,Ciprofloxacin,10 gm/100 ml,Solution,"230.00 Tk, 1053.95 Tk, 2079.20 Tk",Veterinary,049-0074-077,140,22,106.0,14,ocimax-10,230.001053.952079.20
22503,One Pharma Ltd.,Ocimax 20 WSP (Vet),Ciprofloxacin,200 gm/Kg,Powder,"243.60 Tk, 1208.60 Tk, 2401.20 Tk",Veterinary,049-0075-077,140,22,385.0,21,ocimax-20-wsp-(vet),243.601208.602401.20
22596,One Pharma Ltd.,Onesol Advance Hand Rub,Chlorhexidine Gluconate,500 mg/100 ml,Hand Rub,"40.00 Tk, 52.00 Tk, 130.00 Tk, 196.00 Tk",Human,049-0176-071,140,175,145.0,29,onesol-advance-hand-rub,40.0052.00130.00196.00
22613,One Pharma Ltd.,Onesol (Vet) Solution,Benzalkonium Chloride,80 gm/100 ml,Solution,"265.00 Tk, 1200.00 Tk, 2000.00 Tk, 8500.00 Tk, 40000.00 Tk",Veterinary,049-0203-077,140,1269,1202.0,14,onesol-(vet)-solution,265.001200.002000.008500.0040000.00
22715,Opsonin Pharma Limited,Renova,Paracetamol,120 mg/5 ml,Suspension,"35.00 Tk, 50.00 Tk",Human,025-0029-006,142,26,31.0,6,renova,35.0050.00
22720,Opsonin Pharma Limited,Azicin,Azithromycin,200 mg/5 ml,Powder For Suspension,"186.25 Tk, 85.58 Tk, 130.88 Tk",Human,025-0253-023,142,1,20.0,4,azicin,186.2585.58130.88
22791,Opsonin Pharma Limited,Diclofen    1%,Diclofenac Sodium,1 gm/100 gm,Gel,"12.99 Tk, 22.14 Tk",Human,025-0184-071,142,29,52.0,12,diclofen----1%,12.9922.14
22811,Opsonin Pharma Limited,Ecozol,Econazole Nitrate,1 gm/100 gm,Cream,"32.22 Tk, 70.48 Tk",Human,025-0222-071,142,61,52.0,11,ecozol,32.2270.48
22873,Opsonin Pharma Limited,Kevilon,Cetrimide + Chlorhexidine Gluconate,15 gm + 1.5 gm/100 ml,Solution,"10.07 Tk, 14.09 Tk, 22.14 Tk",Human,025-0360-071,142,408,169.0,14,kevilon,10.0714.0922.14
22874,Opsonin Pharma Limited,Kevilon,Cetrimide + Chlorhexidine Gluconate,3 gm + 300 mg/100 ml,Solution,"97.66 Tk, 1409.50 Tk",Human,025-0218-071,142,408,171.0,14,kevilon,97.661409.50
22878,Opsonin Pharma Limited,Laclose,Lactulose,68 %,Oral Solution,"230.69 Tk, 120.37 Tk",Human,025-0080-060,142,201,163.0,23,laclose,230.69120.37
22936,Opsonin Pharma Limited,Opsovit,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"25.67 Tk, 42.90 Tk",Human,025-0173-078,142,21,26.0,5,opsovit,25.6742.90
22941,Opsonin Pharma Limited,Otosil,Promethazine Hydrochloride,5 mg/5 ml,Syrup,"14.73 Tk, 24.55 Tk",Human,025-0170-021,142,126,38.0,5,otosil,14.7324.55
22972,Opsonin Pharma Limited,Pulmolin,Salbutamol,2 mg/5 ml,Syrup,"10.49 Tk, 23.00 Tk",Human,025-0160-044,142,36,23.0,5,pulmolin,10.4923.00
23045,Opsonin Pharma Limited,Renova,Paracetamol,80 mg/ml,Paediatric Drops,"20.00 Tk, 30.00 Tk",Human,025-0382-006,142,26,75.0,7,renova,20.0030.00
23051,Opsonin Pharma Limited,Cidacot,Sulphamethoxazole + Trimethoprim,10 gm + 2 gm/100 ml,Suspension,"34.15 Tk, 231.69 Tk, 377.55 Tk",Veterinary,025-0436-077,142,23,457.0,6,cidacot,34.15231.69377.55
23053,Opsonin Pharma Limited,Cidaflox,Ciprofloxacin,10 gm,Solution,"2094.13 Tk, 231.57 Tk, 1057.13 Tk",Veterinary,025-0435-077,142,22,382.0,14,cidaflox,2094.13231.571057.13
23065,Opsonin Pharma Limited,Hicomox    30%,Amoxicillin,30 %,Powder,"210.00 Tk, 970.00 Tk, 2612.16 Tk",Veterinary,025-0437-077,142,28,115.0,21,hicomox----30%,210.00970.002612.16
23075,Opsonin Pharma Limited,Pexacin,Pefloxacin,10 gm/100 ml,Powder,"16.11 Tk, 151.02 Tk",Veterinary,025-0433-077,142,1166,106.0,21,pexacin,16.11151.02
23076,Opsonin Pharma Limited,Pexacin,Pefloxacin,10 gm/100 ml,Solution,"151.02 Tk, 724.90 Tk, 1409.50 Tk",Veterinary,025-0434-077,142,1166,106.0,14,pexacin,151.02724.901409.50
23095,Opsonin Pharma Limited,Nid    20,Zinc,20 mg,Tablet,"3.00 Tk, 42.00 Tk",Human,025-0452-062,142,31,4.0,1,nid----20,3.0042.00
23152,Opsonin Pharma Limited,Neozine    1%,Silver Sulphadiazine,1 %,Cream,"30.20 Tk, 226.53 Tk",Human,025-0203-023,142,506,108.0,11,neozine----1%,30.20226.53
23160,Opsonin Pharma Limited,Trubid,Cefadroxil,125 mg/5 ml,Powder For Suspension,"49.00 Tk, 69.00 Tk",Human,025-0555-023,142,162,17.0,4,trubid,49.0069.00
23188,Opsonin Pharma Limited,Zoxan,Nitazoxanide,100 mg/5 ml,Powder For Suspension,"35.23 Tk, 50.35 Tk",Human,025-0378-027,142,85,18.0,4,zoxan,35.2350.35
23207,Opsonin Pharma Limited,Purilin,Levosalbutamol,1 mg/5 ml,Syrup,"25.16 Tk, 38.26 Tk",Human,025-0579-044,142,455,90.0,5,purilin,25.1638.26
23213,Opsonin Pharma Limited,Stresol   VET,Butaphosphan + Cyanocobalamin,10 gm + 5 mg/100 ml,Injection,"250.75 Tk, 467.15 Tk",Veterinary,025-0573-077,142,446,190.0,15,stresol---vet,250.75467.15
