name,slug,status
Dasatinib,dasatinib,1
Fludarabine Phosphate,fludarabine-phosphate,1
Norephinephrine,norephinephrine,1
Bendamustine Hydrochloride,bendamustine-hydrochloride,1
Pemetrexed,pemetrexed,1
Irinotecan Hydrochloride,irinotecan-hydrochloride,1
Lenalidomide,lenalidomide,1
Daclatasvir,daclatasvir,1
Apremilast,apremilast,1
Tetrabenazine,tetrabenazine,1
Osimertinib,osimertinib,1
Crizotinib,crizotinib,1
Regorafenib,regorafenib,1
Tenofovir Alafenamide,tenofovir-alafenamide,1
Ibrutinib,ibrutinib,1
Axitinib,axitinib,1
Vinblastine Sulfate,vinblastine-sulfate,1
Refined Soyabeen Oil,refined-soyabeen-oil,1
Dacarbazine,dacarbazine,1
Bortezomib,bortezomib,1
Bleomycin,bleomycin,1
Lenvatinib,lenvatinib,1
Alectinib,alectinib,1
Cabozantinib,cabozantinib,1
Neratinib,neratinib,1
L-Ornithine L-Aspartate,l-ornithine-l-aspartate,1
Ponatinib,ponatinib,1
Apixaban,apixaban,1
Nintedanib,nintedanib,1
Olaparib,olaparib,1
Pazopanib,pazopanib,1
Famciclovir,famciclovir,1
Arsenic Trioxide,arsenic-trioxide,1
Calcium (Eggshell Source) + Vitamin D3,calcium-(eggshell-source)-+-vitamin-d3,1
Amisulpride,amisulpride,1
Ethanol (96%),ethanol-(96%),1
Betrixaban,betrixaban,1
Chloral Hydrate,chloral-hydrate,1
Pembrolizumab,pembrolizumab,1
Nivolumab,nivolumab,1
Terlipressin Acetate,terlipressin-acetate,1
Mycophenolate Mofetil,mycophenolate-mofetil,1
Deferasirox,deferasirox,1
Apalutamide,apalutamide,1
Lanthanum,lanthanum,1
Dextromethorphan Hydrobromide + Guaiphenesin + Menthol,dextromethorphan-hydrobromide-+-guaiphenesin-+-menthol,1
Primidone,primidone,1
Azacitidine,azacitidine,1
Ribociclib,ribociclib,1
Enzalutamide,enzalutamide,1
Pirfenidone,pirfenidone,1
Magnesium Oxide,magnesium-oxide,1
Dextrose Anhydrous,dextrose-anhydrous,1
L-Asparaginase,l-asparaginase,1
Ruxolitinib,ruxolitinib,1
Erdafitinib,erdafitinib,1
Selpercatinib,selpercatinib,1
Entrectinib,entrectinib,1
Acalabrutinib,acalabrutinib,1
Abemaciclib,abemaciclib,1
Azathioprine,azathioprine,1
Capmatibin,capmatibin,1
Finerenone,finerenone,1
Aprepitant,aprepitant,1
Levosimendan,levosimendan,1
Mavacamten,mavacamten,1
Pidotimod,pidotimod,1
Niraparib,niraparib,1
Tipiracil + Trifluridine,tipiracil-+-trifluridine,1
Saroglitazar,saroglitazar,1
Carfilzomib,carfilzomib,1
Gefapixant,gefapixant,1
Pancreatin,pancreatin,1
Tirofiban,tirofiban,1
Adalimumab,adalimumab,1
Guaifenesin,guaifenesin,1
Finasteride + Tadalafil,finasteride-+-tadalafil,1
Darolutamide,darolutamide,1
Melatonin,melatonin,1
Ascorbic Acid + Biotin + Cyanocobalamin + Dexpanthanol + Folic Acid + Nicotinamide + Pyridoxine Hydrochloride + Riboflavine Sodium Phosphate + Thiamine Nitrate,ascorbic-acid-+-biotin-+-cyanocobalamin-+-dexpanthanol-+-folic-acid-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavine-sodium-phosphate-+-thiamine-nitrate,1
Aluminium Oxide + Magnesium Trisilicate,aluminium-oxide-+-magnesium-trisilicate,1
Streptomycin + Sulfadiazine + Sulfadimidine + Sulfapyridine,streptomycin-+-sulfadiazine-+-sulfadimidine-+-sulfapyridine,1
Doxycycline Hydrochloride + Tylosin Tartrate,doxycycline-hydrochloride-+-tylosin-tartrate,1
Gonadorelin,gonadorelin,1
Benzyl Penicillin + Procaine Penicillin,benzyl-penicillin-+-procaine-penicillin,1
Toldimfos Sodium,toldimfos-sodium,1
Bromhexine Hydrochloride + Phenylbutazone,bromhexine-hydrochloride-+-phenylbutazone,1
Cloprostenol,cloprostenol,1
Calcium d-Pantothenate + DL-Methionine + Inositol + Nicotinamide + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B6,calcium-d-pantothenate-+-dl-methionine-+-inositol-+-nicotinamide-+-vitamin-b1-+-vitamin-b12-+-vitamin-b2-+-vitamin-b6,1
Elemental Iron + Folic Acid + Zinc Sulphate Monohydrate,elemental-iron-+-folic-acid-+-zinc-sulphate-monohydrate,1
Glycine,glycine,1
Alendronic Acid,alendronic-acid,1
Ciprofloxacin Hydrochloride,ciprofloxacin-hydrochloride,1
Zaleplone,zaleplone,1
Urea,urea,1
Mefenamic Acid,mefenamic-acid,1
Nitrofurazone,nitrofurazone,1
Pefloxacin,pefloxacin,1
Lidocaine,lidocaine,1
Pyrazinamide,pyrazinamide,1
Isoniazid,isoniazid,1
Finasteride,finasteride,1
Cimetidine,cimetidine,1
Adefovir Dipivoxil,adefovir-dipivoxil,1
Pentazocine Hydrochloride,pentazocine-hydrochloride,1
Cinchocaine Hydrochloride + Hydrocortisone,cinchocaine-hydrochloride-+-hydrocortisone,1
Trimethoprim,trimethoprim,1
Oxybutynin Hydrochloride,oxybutynin-hydrochloride,1
Methyl Ergometrine Maleate,methyl-ergometrine-maleate,1
Caffeine + Ergotamine Tartrate,caffeine-+-ergotamine-tartrate,1
Zolmitriptan,zolmitriptan,1
Pentoxifylline,pentoxifylline,1
Tazarotene,tazarotene,1
Ropinirole,ropinirole,1
Celiprolol Hydrochloride,celiprolol-hydrochloride,1
Ezetimibe,ezetimibe,1
Hydrochlorothiazide + Irbesartan,hydrochlorothiazide-+-irbesartan,1
Folic Acid + Vitamin C + Vitamin D3,folic-acid-+-vitamin-c-+-vitamin-d3,1
Sodium Dichloroisocyanurate,sodium-dichloroisocyanurate,1
Butenafine,butenafine,1
Naltrexone,naltrexone,1
Niacinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,niacinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-b1-+-zinc,1
Betamethasone + Lidocaine Hydrochloride + Phenylephrine Hydrochloride,betamethasone-+-lidocaine-hydrochloride-+-phenylephrine-hydrochloride,1
Roxatidine,roxatidine,1
Levosalbutamol Sulphate,levosalbutamol-sulphate,1
Methylphenidate Hydrochloride,methylphenidate-hydrochloride,1
Cyclobenzaprine Hydrochloride,cyclobenzaprine-hydrochloride,1
Labetalol Hydrochloride,labetalol-hydrochloride,1
Salicylic Acid,salicylic-acid,1
Ciclesonide,ciclesonide,1
Piroxicam,piroxicam,1
L-Lysine HCl,l-lysine-hcl,1
Cyclopentolate Hydrochloride,cyclopentolate-hydrochloride,1
Iopamidol,iopamidol,1
Acetylcysteine,acetylcysteine,1
Terbutaline Sulphate,terbutaline-sulphate,1
Salmon Calcitonin,salmon-calcitonin,1
Dexpanthanol + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,dexpanthanol-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-b1,1
Ferrous Ascorbate,ferrous-ascorbate,1
Cyanocobalamin,cyanocobalamin,1
Adapalene + Benzoyl Peroxide,adapalene-+-benzoyl-peroxide,1
Flupenthixol,flupenthixol,1
Glycopyrronium + Indacaterol,glycopyrronium-+-indacaterol,1
Ulipristal Acetate,ulipristal-acetate,1
Voglibose,voglibose,1
Dienogest,dienogest,1
Bimatoprost,bimatoprost,1
Tedizolid Phosphate,tedizolid-phosphate,1
Efavirenz,efavirenz,1
Nelfinavir,nelfinavir,1
Lamivudine + Zidovudine,lamivudine-+-zidovudine,1
Sotalol Hydrochloride,sotalol-hydrochloride,1
Saquinavir,saquinavir,1
Niacin + Simvastatin,niacin-+-simvastatin,1
Lamivudine + Nevirapine + Zidovudine,lamivudine-+-nevirapine-+-zidovudine,1
Bupropion Hydrochloride,bupropion-hydrochloride,1
Fructose,fructose,1
Calcium Chloride + Magnessium Chloride + Potassium Chloride + Sodium Acetate + Sodium Chloride + Sodium Citrate,calcium-chloride-+-magnessium-chloride-+-potassium-chloride-+-sodium-acetate-+-sodium-chloride-+-sodium-citrate,1
Calcium Chloride + Potassium Chloride + Sodium Chloride + Sodium Lactate,calcium-chloride-+-potassium-chloride-+-sodium-chloride-+-sodium-lactate,1
Potassium Chloride + Sodium Acetate + Sodium Chloride,potassium-chloride-+-sodium-acetate-+-sodium-chloride,1
Glycerine,glycerine,1
Mannitol,mannitol,1
Magnesium Sulphate,magnesium-sulphate,1
Norgestrel,norgestrel,1
Fluticasone Propionate + Formoterol Fumarate Dihydrate,fluticasone-propionate-+-formoterol-fumarate-dihydrate,1
Beclomethasone Dipropionate + Formoterol Fumarate Dihydrate,beclomethasone-dipropionate-+-formoterol-fumarate-dihydrate,1
Ispaghula Husk + Mebeverine Hydrochloride,ispaghula-husk-+-mebeverine-hydrochloride,1
Ethinylestradiol + Ferrous Fumarate + Norgestrel,ethinylestradiol-+-ferrous-fumarate-+-norgestrel,1
Glycopyrronium,glycopyrronium,1
Delafloxacin,delafloxacin,1
Lopinavir + Ritonavir,lopinavir-+-ritonavir,1
Azelastine + Fluticasone Propionate,azelastine-+-fluticasone-propionate,1
Baloxavir Marboxil,baloxavir-marboxil,1
Baricitinib,baricitinib,1
Lasmiditan,lasmiditan,1
Levamlodipine,levamlodipine,1
Fluticasone Furoate + Vilanterol,fluticasone-furoate-+-vilanterol,1
Loperamide Hydrochloride + Simethicone,loperamide-hydrochloride-+-simethicone,1
Amoxicillin Capsule + Clarithromycin Tablet + Vonoprazan Tablet,amoxicillin-capsule-+-clarithromycin-tablet-+-vonoprazan-tablet,1
Budesonide + Salbutamol,budesonide-+-salbutamol,1
Tapinarof,tapinarof,1
Vortioxetine,vortioxetine,1
Faropenem,faropenem,1
Nebivolol + Valsartan,nebivolol-+-valsartan,1
Cholecalciferol (As Vitamin D3 1.0 M Iu/G),cholecalciferol-(as-vitamin-d3-1.0-m-iu/g),1
Umeclidinium + Vilanterol,umeclidinium-+-vilanterol,1
Imeglimin Hydrochloride,imeglimin-hydrochloride,1
Liquid Paraffin + White Soft Paraffin,liquid-paraffin-+-white-soft-paraffin,1
Clomipramine Hydrocloride,clomipramine-hydrocloride,1
Riboflavin + Vitamin B1,riboflavin-+-vitamin-b1,1
Calcium Carbonate + Cyanocobalamin + Diabasic Calcium Phosphate + Magnesium + Vitamin D3,calcium-carbonate-+-cyanocobalamin-+-diabasic-calcium-phosphate-+-magnesium-+-vitamin-d3,1
Eprinomectin,eprinomectin,1
Betamethasone + Fusidic Acid,betamethasone-+-fusidic-acid,1
Eucalypytol + Menthol + Thymol,eucalypytol-+-menthol-+-thymol,1
Cyanocobalamin + Iron Dextran,cyanocobalamin-+-iron-dextran,1
Acetylsalicylic Acid + Ascorbic Acid,acetylsalicylic-acid-+-ascorbic-acid,1
Closantel + Levamisole,closantel-+-levamisole,1
Calcium Propionate + Cobalt Carbonate + DL-Methionine + Gentian + Pyridoxine Hydrochloride + Silicon Dioxide,calcium-propionate-+-cobalt-carbonate-+-dl-methionine-+-gentian-+-pyridoxine-hydrochloride-+-silicon-dioxide,1
Tonophosphan + Vitamin B12,tonophosphan-+-vitamin-b12,1
Lincomycin + Spectinomycin,lincomycin-+-spectinomycin,1
Benzalkonium Chloride,benzalkonium-chloride,1
Choline + Cobalt + Cyanocobalamin + Iron + Vitamin B1,choline-+-cobalt-+-cyanocobalamin-+-iron-+-vitamin-b1,1
Cyanocobalamin + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D + Vitamin E,cyanocobalamin-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-a-+-vitamin-b1-+-vitamin-d-+-vitamin-e,1
Benzalkonium Chloride + Glutaraldehyde,benzalkonium-chloride-+-glutaraldehyde,1
Levamisole + Oxyclozanide,levamisole-+-oxyclozanide,1
Nandrolone,nandrolone,1
Oxytocin,oxytocin,1
Dydrogesterone,dydrogesterone,1
Gentian Violet,gentian-violet,1
Rizatriptan,rizatriptan,1
Ketamine,ketamine,1
Fluphenazine Decanoate,fluphenazine-decanoate,1
Atracurium Besylate,atracurium-besylate,1
Levamisole + Niclosamide,levamisole-+-niclosamide,1
Calcium Gluconate + Dextrose Anhydrous + Magnessium Chloride,calcium-gluconate-+-dextrose-anhydrous-+-magnessium-chloride,1
Cefquinome,cefquinome,1
Cobalt + Copper + Cyanocobalamin + Iron + Zinc,cobalt-+-copper-+-cyanocobalamin-+-iron-+-zinc,1
Iron (Iii) Hydroxide Dextran Complex,iron-(iii)-hydroxide-dextran-complex,1
Calcium Chloride + D-Pantothenol + DL-Methionine + Dextrose + L-Arginine Hcl + L-Cysteine Hcl + L-Histidine Hcl + L-Isolencine + L-Leucine + L-Lysine HCl + L-Phenylalamine + L-Threonine + L-Tryptophane + L-Valine + Magnesium Sulphate + Monosodium Glutamate + Nicotinamide + Potassium Chloride + Pyridoxine + Riboflavin + Sodium Acetate + Thiamine Hydrochloride,calcium-chloride-+-d-pantothenol-+-dl-methionine-+-dextrose-+-l-arginine-hcl-+-l-cysteine-hcl-+-l-histidine-hcl-+-l-isolencine-+-l-leucine-+-l-lysine-hcl-+-l-phenylalamine-+-l-threonine-+-l-tryptophane-+-l-valine-+-magnesium-sulphate-+-monosodium-glutamate-+-nicotinamide-+-potassium-chloride-+-pyridoxine-+-riboflavin-+-sodium-acetate-+-thiamine-hydrochloride,1
Iohexol,iohexol,1
Warfarin Sodium,warfarin-sodium,1
Camphor + Menthol + Oil Clove + Oil Eucalyptus + Oil Turpentine,camphor-+-menthol-+-oil-clove-+-oil-eucalyptus-+-oil-turpentine,1
Omega-3 Acid Ethyl Esters,omega-3-acid-ethyl-esters,1
Vitamin A,vitamin-a,1
Procyclidine Hydrochloride,procyclidine-hydrochloride,1
Danazol,danazol,1
Trifluoperazine,trifluoperazine,1
Avanafil,avanafil,1
Atazanavir,atazanavir,1
Cobicistat + Darunavir,cobicistat-+-darunavir,1
Bempedoic Acid,bempedoic-acid,1
Bempedoic Acid + Ezetimibe,bempedoic-acid-+-ezetimibe,1
Alogliptin,alogliptin,1
Filgotinib,filgotinib,1
Ascorbic Acid + Elemental Iron + Folic Acid + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,ascorbic-acid-+-elemental-iron-+-folic-acid-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-b1,1
Dantrolene Sodium,dantrolene-sodium,1
Pyrimethamine + Sulfadoxine,pyrimethamine-+-sulfadoxine,1
Iron + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,iron-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-b1-+-zinc,1
Isosorbide Dinitrate,isosorbide-dinitrate,1
Tulobuterol Hydrochloride,tulobuterol-hydrochloride,1
Cod Liver Oil,cod-liver-oil,1
Levobunolol Hydrochloride,levobunolol-hydrochloride,1
Torasemide,torasemide,1
Nizatidine,nizatidine,1
Diclofenac Potassium,diclofenac-potassium,1
Potassium Guaiacol Sulphonate,potassium-guaiacol-sulphonate,1
Terazosin,terazosin,1
Beta Carotene + Copper + Manganese + Selenium + Vitamin C + Vitamin E + Vitamin K + Zinc,beta-carotene-+-copper-+-manganese-+-selenium-+-vitamin-c-+-vitamin-e-+-vitamin-k-+-zinc,1
Ticlopidine Hydrochloride,ticlopidine-hydrochloride,1
Ziprasidone,ziprasidone,1
Non Pareil Seed,non-pareil-seed,1
Ascorbic Acid + Biotin + Boron + Calcium + Chromium + Copper + Cyanocobalamin + Folic Acid + Iodine + Lutein + Magnesium + Manganese + Molybdenum + Niacin + Nickel + Pantothenic acid + Phosphorous + Pottassium + Pyridoxine Hydrochloride + Riboflavin + Selenium + Silicon + Vanadium + Vitamin A + Vitamin B1 + Vitamin D + Vitamin E + Vitamin K + Zinc,ascorbic-acid-+-biotin-+-boron-+-calcium-+-chromium-+-copper-+-cyanocobalamin-+-folic-acid-+-iodine-+-lutein-+-magnesium-+-manganese-+-molybdenum-+-niacin-+-nickel-+-pantothenic-acid-+-phosphorous-+-pottassium-+-pyridoxine-hydrochloride-+-riboflavin-+-selenium-+-silicon-+-vanadium-+-vitamin-a-+-vitamin-b1-+-vitamin-d-+-vitamin-e-+-vitamin-k-+-zinc,1
Vitamin C + Vitamin E,vitamin-c-+-vitamin-e,1
Sodium Nitroprusside Dihydrate,sodium-nitroprusside-dihydrate,1
Niacin,niacin,1
Dutasteride,dutasteride,1
Hydrochlorothiazide + Ramipril,hydrochlorothiazide-+-ramipril,1
Zidovudine,zidovudine,1
Deferiprone,deferiprone,1
Hydrochlorothiazide + Valsartan,hydrochlorothiazide-+-valsartan,1
Spiramycine,spiramycine,1
Vancomycin,vancomycin,1
Tolterodine Tartrate,tolterodine-tartrate,1
Granisetron,granisetron,1
Benzoyl Peroxide,benzoyl-peroxide,1
Astaxanthin,astaxanthin,1
Saxagliptin,saxagliptin,1
Acyclovir + Hydrocortisone,acyclovir-+-hydrocortisone,1
Calcipotriol,calcipotriol,1
Betamethasone + Calcipotriol,betamethasone-+-calcipotriol,1
Nimodipine,nimodipine,1
Butoconazole Nitrate,butoconazole-nitrate,1
Clobetasol Propionate + Ofloxacin + Ornidazole + Terbinafine Hydrochloride,clobetasol-propionate-+-ofloxacin-+-ornidazole-+-terbinafine-hydrochloride,1
Eplerenone,eplerenone,1
Glimepiride + Metformin Hydrochloride,glimepiride-+-metformin-hydrochloride,1
Isotretinoin,isotretinoin,1
Fondaparinux Sodium,fondaparinux-sodium,1
Progesterone,progesterone,1
Estriol,estriol,1
Conjugated Oestrogens,conjugated-oestrogens,1
Cyproterone Acetate + Ethinylestradiol,cyproterone-acetate-+-ethinylestradiol,1
Hydroxyprogesterone Caproate,hydroxyprogesterone-caproate,1
Follicle Stimulating Hormone (Urofollitrophin),follicle-stimulating-hormone-(urofollitrophin),1
Insulin Aspart Protamine & Mixture,insulin-aspart-protamine-&-mixture,1
Methyl Prednisolone Sodium Succinate,methyl-prednisolone-sodium-succinate,1
Cefoperazone,cefoperazone,1
Cefazolin,cefazolin,1
Ceritinib,ceritinib,1
Mitomycin,mitomycin,1
Nilotinib,nilotinib,1
Rucaparib,rucaparib,1
Lorlatinib,lorlatinib,1
Cefotetan,cefotetan,1
Vandetanib,vandetanib,1
Aluminium Hydroxide + Magnesium Trisilicate,aluminium-hydroxide-+-magnesium-trisilicate,1
Isoniazid + Thiacetazone,isoniazid-+-thiacetazone,1
Sodium Stibogluconate,sodium-stibogluconate,1
Dapsone,dapsone,1
Potassium Chloride,potassium-chloride,1
Adrenaline,adrenaline,1
Chloramphenicol + Lidocaine Hydrochloride,chloramphenicol-+-lidocaine-hydrochloride,1
Anhydrous Glucose + Potassium Chloride + Sodium Bicarbonate + Sodium Chloride,anhydrous-glucose-+-potassium-chloride-+-sodium-bicarbonate-+-sodium-chloride,1
Sulphachloropyridazone + Trimethoprim,sulphachloropyridazone-+-trimethoprim,1
Cobalt Gluconate + Copper Gluconate + Cyanocobalamin + D-Pantothenol + Ferric Ammonium Citrate + Nicotinamide + Pyridoxine Hydrochloride + Riboflavine-5-Phosphate + Vitamin B1,cobalt-gluconate-+-copper-gluconate-+-cyanocobalamin-+-d-pantothenol-+-ferric-ammonium-citrate-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavine-5-phosphate-+-vitamin-b1,1
Hydrochlorothiazide + Triamterene,hydrochlorothiazide-+-triamterene,1
Dicloxacillin,dicloxacillin,1
Carbonyl Iron + Folic Acid,carbonyl-iron-+-folic-acid,1
Potassium Citrate,potassium-citrate,1
Trimetazidine Hydrochloride,trimetazidine-hydrochloride,1
Betamethasone + Gentamicin,betamethasone-+-gentamicin,1
Minoxidil,minoxidil,1
Danofloxacin,danofloxacin,1
Amonium Bicarbonate + Gelatin + Ginger + Nux vomica + Sodium Bicarbonate,amonium-bicarbonate-+-gelatin-+-ginger-+-nux-vomica-+-sodium-bicarbonate,1
Cobalt + Copper + Iodine + Iron + Manganese + Selenium + Zinc,cobalt-+-copper-+-iodine-+-iron-+-manganese-+-selenium-+-zinc,1
Lincomycin + Neomycin,lincomycin-+-neomycin,1
Diclazuril,diclazuril,1
Degarelix,degarelix,1
Biotin + Cobalt + Copper + Cyanocobalamin + DL-Methionine + Elemental Iron + Folic Acid + Iodine + L-Lysine HCl + Manganese + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Selenium + Vitamin A + Vitamin B1 + Vitamin D + Vitamin E + Vitamin K + Zinc,biotin-+-cobalt-+-copper-+-cyanocobalamin-+-dl-methionine-+-elemental-iron-+-folic-acid-+-iodine-+-l-lysine-hcl-+-manganese-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-selenium-+-vitamin-a-+-vitamin-b1-+-vitamin-d-+-vitamin-e-+-vitamin-k-+-zinc,1
Biotin + Cyanocobalamin + Folic Acid + Nicotinamide + Pantothenic acid + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin C + Vitamin D + Vitamin E + Vitamin K,biotin-+-cyanocobalamin-+-folic-acid-+-nicotinamide-+-pantothenic-acid-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-a-+-vitamin-b1-+-vitamin-c-+-vitamin-d-+-vitamin-e-+-vitamin-k,1
Potassium Chloride + Rice Powder (Pregelatineized) + Sodium Chloride + Sodium Citrate,potassium-chloride-+-rice-powder-(pregelatineized)-+-sodium-chloride-+-sodium-citrate,1
Alfuzosin Hydrochloride,alfuzosin-hydrochloride,1
Strontium Renalate,strontium-renalate,1
Brinzolamide + Timolol,brinzolamide-+-timolol,1
Desvenlafaxine,desvenlafaxine,1
Azelastin Hydrochloride,azelastin-hydrochloride,1
Rasagiline,rasagiline,1
Calamine + Pramoxine Hydrochloride,calamine-+-pramoxine-hydrochloride,1
Parecoxib,parecoxib,1
Glycerine + Hydroxy Ethyl Cellulose,glycerine-+-hydroxy-ethyl-cellulose,1
Carisoprodol,carisoprodol,1
S-Amlodipine,s-amlodipine,1
Ceftaroline Fosamil,ceftaroline-fosamil,1
Brexpiprazole,brexpiprazole,1
Ferric Citrate,ferric-citrate,1
Remimazolam,remimazolam,1
Moxonidine,moxonidine,1
Bupropion Hydrochloride + Dextromethorphan Hydrobromide,bupropion-hydrochloride-+-dextromethorphan-hydrobromide,1
Difelikefalin,difelikefalin,1
Vitamin A + Vitamin D + Vitamin E,vitamin-a-+-vitamin-d-+-vitamin-e,1
Pyrimethamine + Sodium Salicylate + Sulphaquinoxaline + Vitamin K,pyrimethamine-+-sodium-salicylate-+-sulphaquinoxaline-+-vitamin-k,1
Tetramisole,tetramisole,1
Metriphonate,metriphonate,1
Morantel,morantel,1
Oxybendazole,oxybendazole,1
Crotamiton,crotamiton,1
Carboxypolymethylene + Hydroxy Ethyl Cellulose,carboxypolymethylene-+-hydroxy-ethyl-cellulose,1
Fenticonazole Nitrate,fenticonazole-nitrate,1
Diazoxide,diazoxide,1
Glecaprevir + Pibrentasvir,glecaprevir-+-pibrentasvir,1
Fluvoxamine Maleate,fluvoxamine-maleate,1
Tucatinib,tucatinib,1
Calcium + Magnesium,calcium-+-magnesium,1
Tivozanib Hydrochloride,tivozanib-hydrochloride,1
Dacomitinib,dacomitinib,1
Sotorasib,sotorasib,1
Cholestyramine,cholestyramine,1
Gilteritinib,gilteritinib,1
Selinexor,selinexor,1
Naftifine Hydrochloride,naftifine-hydrochloride,1
Amorolfine Hydrochloride,amorolfine-hydrochloride,1
Deucravacitinib,deucravacitinib,1
L-Ornithine L-Aspartate + Pancreatin,l-ornithine-l-aspartate-+-pancreatin,1
Valbenazine,valbenazine,1
Pridinol,pridinol,1
Dotinurad,dotinurad,1
Cenobamate,cenobamate,1
Alpelisib,alpelisib,1
Ivosidenib,ivosidenib,1
Asciminib,asciminib,1
Ramosetron Hydrochloride,ramosetron-hydrochloride,1
Thalidomide,thalidomide,1
Adagrasib,adagrasib,1
Talazoparib,talazoparib,1
Amonium Bicarbonate + Gentian Violet + Ginger + Nux vomica + Sodium Bicarbonate,amonium-bicarbonate-+-gentian-violet-+-ginger-+-nux-vomica-+-sodium-bicarbonate,1
Cyanocobalamin + Nicotinamide + Panthenol + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,cyanocobalamin-+-nicotinamide-+-panthenol-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-a-+-vitamin-b1-+-vitamin-d3-+-vitamin-e,1
Levamisole + Metoclopramide + Niclosamide,levamisole-+-metoclopramide-+-niclosamide,1
Cyanocobalamin + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,cyanocobalamin-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavin-+-vitamin-b1,1
Catechu + Chalk,catechu-+-chalk,1
Ascorbic Acid,ascorbic-acid,1
Phenobarbitone Sodium,phenobarbitone-sodium,1
Calcium Pantothenate,calcium-pantothenate,1
Dithranol,dithranol,1
Acetazolamide,acetazolamide,1
Promethazine Theoclate,promethazine-theoclate,1
Camphor + Menthol + Oil Eucalyptus + Oil Turpentine + Thymol,camphor-+-menthol-+-oil-eucalyptus-+-oil-turpentine-+-thymol,1
Gentamicin + Hydrocortisone Acetate,gentamicin-+-hydrocortisone-acetate,1
Sulphacetamide Sodium,sulphacetamide-sodium,1
Hydrocortisone + Neomycin Sulphate + Polymixin B Sulphate,hydrocortisone-+-neomycin-sulphate-+-polymixin-b-sulphate,1
Sennosides,sennosides,1
Hydrocortisone Acetate + Neomycin Sulphate,hydrocortisone-acetate-+-neomycin-sulphate,1
Gramacidin + Neomycin + Polymixin,gramacidin-+-neomycin-+-polymixin,1
Benzathine Penicillin,benzathine-penicillin,1
Benzyl Penicillin,benzyl-penicillin,1
Diloxanide Furoate,diloxanide-furoate,1
Oxybuprocaine Hydrochloride,oxybuprocaine-hydrochloride,1
Liquid Paraffin + White Soft Paraffin + Wool Alcohol,liquid-paraffin-+-white-soft-paraffin-+-wool-alcohol,1
Pentazocine,pentazocine,1
Tigecycline,tigecycline,1
Esmolol Hydrochloride,esmolol-hydrochloride,1
Glycopyrrolate,glycopyrrolate,1
Phenylephrine Hydrochloride,phenylephrine-hydrochloride,1
Lidocaine Hydrochloride + Phenylephrine Hydrochloride + Tropicamide,lidocaine-hydrochloride-+-phenylephrine-hydrochloride-+-tropicamide,1
Dexamethasone + Levofloxacin,dexamethasone-+-levofloxacin,1
Citalopram Hydrobromide,citalopram-hydrobromide,1
Ferrous Fumarate,ferrous-fumarate,1
Nicorandil,nicorandil,1
Venlafaxine,venlafaxine,1
Risedronate Sodium,risedronate-sodium,1
Carbimazole,carbimazole,1
Flurbiprofen,flurbiprofen,1
Salsalate,salsalate,1
Capsaicin,capsaicin,1
Benzocaine + Camphor + Menthol + Phenol,benzocaine-+-camphor-+-menthol-+-phenol,1
Ranolazine,ranolazine,1
Cetalkonium Chloride + Choline Salicylate,cetalkonium-chloride-+-choline-salicylate,1
Primrose Oil,primrose-oil,1
Sodium Fluoride,sodium-fluoride,1
Condroitin Sulphate Sodium + Glucosamine Sulphate,condroitin-sulphate-sodium-+-glucosamine-sulphate,1
Fludrocortisone Acetate,fludrocortisone-acetate,1
Calcium Dobesilate,calcium-dobesilate,1
Calcium Dobesilate + Dexamethasone Acetate + Lidocaine Hydrochloride,calcium-dobesilate-+-dexamethasone-acetate-+-lidocaine-hydrochloride,1
Glycerol + Liquid Paraffin + White Soft Paraffin,glycerol-+-liquid-paraffin-+-white-soft-paraffin,1
Benzydamine Hydrochloride + Chlorhexidine Gluconate,benzydamine-hydrochloride-+-chlorhexidine-gluconate,1
