"id","quantity","unit","status","created_at","updated_at","deleted_at","created_by","updated_by","deleted_by","name"
"398","1350","mg + 650 mcg + 550 mg + 200 mg + 70 mcg + 60 mcg + 200 mg + 500 mcg + 150 mg + 15 mg + 70 mg + 10 mg + 140 mg + 20 mg + 350 mcg + 17000 IU + 20 mg + 2750 IU + 200 IU + 50 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1350 mg + 650 mcg + 550 mg + 200 mg + 70 mcg + 60 mcg + 200 mg + 500 mcg + 150 mg + 15 mg + 70 mg + 10 mg + 140 mg + 20 mg + 350 mcg + 17000 IU + 20 mg + 2750 IU + 200 IU + 50 mg"
"399","200","mg + 360 mg + 1 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg + 360 mg + 1 gm/100 ml"
"400","400","mg + 300 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg + 300 mg/100 ml"
"401","24","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"24 mg"
"402","150","mcg + 30 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"150 mcg + 30 mcg"
"403","100","mg + 60 mg + 60 mg + 30 mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 60 mg + 60 mg + 30 mg/ml"
"404","250","mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mg/100 ml"
"405","250","mcg + 600 mg + 1 mg + 40 mg + 1.8 mg + 5 mcg + 7.5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mcg + 600 mg + 1 mg + 40 mg + 1.8 mg + 5 mcg + 7.5 mg"
"406","327","mg + 1 gm + 500 mg + 400 IU","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"327 mg + 1 gm + 500 mg + 400 IU"
"407","3","gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"3 gm"
"408","20000","IU","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20000 IU"
"409","40000","IU","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"40000 IU"
"410","150","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"150 mcg"
"411","300","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"300 mcg"
"412","2000","IU","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2000 IU"
"413","2.5","mg + 500 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.5 mg + 500 mg"
"414","2.5","mg + 1000 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.5 mg + 1000 mg"
"415","1.5","gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.5 gm/100 ml"
"416","400","mg + 200 mg + 50 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg + 200 mg + 50 mg/100 ml"
"417","75","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"75 mcg"
"418","500","mcg + 400 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mcg + 400 mcg"
"419","400","mg + 100 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg + 100 mg"
"420","250","mg/2 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mg/2 ml"
"421","50","gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"50 gm/100 ml"
"422","400","mg/10 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg/10 ml"
"423","1","gm/25 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 gm/25 ml"
"424","2500","mg + 250 mg/25 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2500 mg + 250 mg/25 ml"
"425","500","mg + 50 mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mg + 50 mg/5 ml"
"426","600","mg + 750 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"600 mg + 750 mg"
"427","875","mg + 125 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"875 mg + 125 mg"
"428","500","mg + 100 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mg + 100 mg"
"429","250","mg + 125 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mg + 125 mg"
"430","18","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"18 mcg"
"431","400","mg + 57.5 mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg + 57.5 mg/5 ml"
"432","1","gm + 200 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 gm + 200 mg"
"433","80","mg/.8 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"80 mg/.8 ml"
"434","60","mg/.6 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"60 mg/.6 ml"
"435","40","mg/.4 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"40 mg/.4 ml"
"436","20","mg/.2 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg/.2 ml"
"437","45","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"45 gm/100 gm"
"438","1.5","mg + 25 mg + 35 mg + 100 mg + 18 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.5 mg + 25 mg + 35 mg + 100 mg + 18 mg"
"439","1.2","gm + 1.8 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.2 gm + 1.8 gm"
"440","1000","mg/20 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1000 mg/20 ml"
"441","750","mg/15 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"750 mg/15 ml"
"442","5","mg + 500 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + 500 mg"
"443","165","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"165 mg"
"444","82.5","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"82.5 mg"
"445","5","mg + 2.5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + 2.5 mg"
"446","1.25","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.25 mg"
"447","12.5","mg + 5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"12.5 mg + 5 mg"
"448","500","mg + 327 mg + 578 mg + 422 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mg + 327 mg + 578 mg + 422 mg"
"449","40","mcg/.4 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"40 mcg/.4 ml"
"450","60","mcg/.3 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"60 mcg/.3 ml"
"451","100","mcg/.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mcg/.5 ml"
"452","5","gm + 30 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 gm + 30 gm/100 ml"
"453","100","mg + 100 mg + 2.5 gm + 2.5 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 100 mg + 2.5 gm + 2.5 gm/100 gm"
"454","1000","mg/10 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1000 mg/10 ml"
"455","2","gm/10 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 gm/10 ml"
"456","5","gm/25 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 gm/25 ml"
"457","10","gm + 2 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 gm + 2 gm/100 ml"
"458","20","gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 gm/100 ml"
"459","62.5","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"62.5 gm/100 gm"
"460","9","gm + 495 mg/30 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"9 gm + 495 mg/30 ml"
"461","30","gm + 1.65 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"30 gm + 1.65 gm/100 ml"
"462","500","mg/50 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mg/50 ml"
"463","18","gm + 15 gm + 3 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"18 gm + 15 gm + 3 gm/100 gm"
"464","10","gm + 5 mg + 1.87 gm + 2.3 gm + 3.73 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 gm + 5 mg + 1.87 gm + 2.3 gm + 3.73 gm/100 ml"
"465","10.2","gm + 100 mg + 10.2 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10.2 gm + 100 mg + 10.2 gm/100 gm"
"466","100","ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 ml"
"467","250","ml/250 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 ml/250 ml"
"468","2.5","mg/.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.5 mg/.5 ml"
"469","5","mg/.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg/.5 ml"
"470","7.5","mg/.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"7.5 mg/.5 ml"
"471",".25","mcg + 252 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".25 mcg + 252 mg"
"472","35","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"35 mg"
"473","10","mg + 5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 mg + 5 mg"
"474","25","mg + 5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"25 mg + 5 mg"
"475","100","IU/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 IU/ml"
"476","500","mcg/.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mcg/.5 ml"
"477","200","mcg + 62.5 mcg + 25 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mcg + 62.5 mcg + 25 mcg"
"478","10","mg + 100 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 mg + 100 mg"
"479","25","mg + 250 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"25 mg + 250 mg"
"480","70","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"70 mg"
"481","24","mg + 26 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"24 mg + 26 mg"
"482","49","mg + 51 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"49 mg + 51 mg"
"483","97","mg + 103 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"97 mg + 103 mg"
"484","10","mg + 10 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 mg + 10 mg"
"485","20","mg + 10 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg + 10 mg"
"486","1.666","gm + 1.666 gm + 1.666 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.666 gm + 1.666 gm + 1.666 gm"
"487","1.4","gm + 2 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.4 gm + 2 gm"
"488","9.1","mg + 50 mg + 20 mg + 100 mg + 25 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"9.1 mg + 50 mg + 20 mg + 100 mg + 25 mg"
"489","25","gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"25 gm + 1.5 gm + 1.5 gm + 7 gm + 65 gm/100 gm"
"490","1","Lac IU + 20000 IU + 20 mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 Lac IU + 20000 IU + 20 mg/ml"
"491","5","Lac IU + 75000 IU + 50 mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 Lac IU + 75000 IU + 50 mg/ml"
"492","40","gm + 8 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"40 gm + 8 gm/100 ml"
"493","46","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"46 gm/100 gm"
"494","10","gm + 2 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 gm + 2 gm/100 gm"
"495","36","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"36 gm/100 gm"
"496","2","gm + 2 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 gm + 2 gm"
"497","34","gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"34 gm/100 ml"
"498","208","mg + 200 mg + 50 mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"208 mg + 200 mg + 50 mg/ml"
"499","3","gm + 3 gm + 2 gm + 20 gm + 2 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"3 gm + 3 gm + 2 gm + 20 gm + 2 gm/100 gm"
"500","2","gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 gm/100 ml"
"501","6.7","gm + 20 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"6.7 gm + 20 gm/100 gm"
"502","98","gm + 2 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"98 gm + 2 gm/100 gm"
"503","18","gm + 5 gm + 50 gm + 26.6 gm + 20 Lac IU","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"18 gm + 5 gm + 50 gm + 26.6 gm + 20 Lac IU"
"504","400","mg + 800 mg + 150 mg + 500 mg + 2 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg + 800 mg + 150 mg + 500 mg + 2 gm/100 ml"
"505","500","mg + 1.5 mg + 450 mg + 97.5 gm + 25 mg + 750 mg + 150 mg + 400 mg + 200 mg + 1 mg/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mg + 1.5 mg + 450 mg + 97.5 gm + 25 mg + 750 mg + 150 mg + 400 mg + 200 mg + 1 mg/100 gm"
"506","40","mg/gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"40 mg/gm"
"507","10","ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 ml"
"508","1.45","ml + 4.17 ml + 75 ml/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.45 ml + 4.17 ml + 75 ml/100 ml"
"509","4","gm + 10 gm + 30 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"4 gm + 10 gm + 30 gm/100 gm"
"510","665","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"665 mg"
"511","150","mg + 225 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"150 mg + 225 mg"
"512","400","mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg/5 ml"
"513","4.05","mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"4.05 mg/5 ml"
"514","10","mg + 5 mg + 1 mg + 1 mg + 5000 IU + 1.6 mg + 50 mg + 1000 IU/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"10 mg + 5 mg + 1 mg + 1 mg + 5000 IU + 1.6 mg + 50 mg + 1000 IU/ml"
"515","60","mg + 10.92 mg + 2 mg + 6 mcg + 50 mg + 400 mcg + 1 mg + 20 mg + 196 mcg + 11.141 mg + 2 mg + 1.7 mg + 1.5 mg + 1.5 mg + 10 mcg + 15 IU + 41.16 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"60 mg + 10.92 mg + 2 mg + 6 mcg + 50 mg + 400 mcg + 1 mg + 20 mg + 196 mcg + 11.141 mg + 2 mg + 1.7 mg + 1.5 mg + 1.5 mg + 10 mcg + 15 IU + 41.16 mg"
"516","1000","mg + 200 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1000 mg + 200 mg"
"517","9.1","mg + 50 mg + 20 mcg + 100 mg + 25 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"9.1 mg + 50 mg + 20 mcg + 100 mg + 25 mg"
"518","175","mg + 25 mg + 5 mcg + 500 mcg + 100 mg + 10 mg + 25 mg + 50 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"175 mg + 25 mg + 5 mcg + 500 mcg + 100 mg + 10 mg + 25 mg + 50 mg"
"519","3.5","gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"3.5 gm"
"520","7.5","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"7.5 gm/100 gm"
"521","100","mg + 1 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 1 gm/100 gm"
"522","100","mg + 500 mg/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 500 mg/100 gm"
"523","20","mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg/5 ml"
"524","15","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"15 %"
"525","47","mg + .5 mg + 10 mg + 1 mg + 2 mg + 2 mg + 50 mg + 22.5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"47 mg + .5 mg + 10 mg + 1 mg + 2 mg + 2 mg + 50 mg + 22.5 mg"
"526","300","mg/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"300 mg/100 gm"
"527","5","mg + 100 mg + 10 mg + 4 mg + 50 mg/2 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + 100 mg + 10 mg + 4 mg + 50 mg/2 ml"
"528","2","mcg + 5 mg + 2 mg + 100 mg + 10 mg + 5 mg + 5 mg + 50 mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 mcg + 5 mg + 2 mg + 100 mg + 10 mg + 5 mg + 5 mg + 50 mg/ml"
"529","2","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 mg/ml"
"530","1","ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 ml"
"531","75","ml/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"75 ml/100 ml"
"532","4.8","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"4.8 %"
"533","300","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"300 mg/ml"
"534","2","gm + 100 mg + 1 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 gm + 100 mg + 1 gm/100 gm"
"535","130","mg + 280 mg + 40 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"130 mg + 280 mg + 40 mg/100 ml"
"536","16","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"16 mg"
"537","6","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"6 gm/100 gm"
"538","1","gm/10 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 gm/10 ml"
"539","100","mg + 1500 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 1500 mg"
"540","84","mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"84 mg/ml"
"541","30","mg/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"30 mg/100 gm"
"542","20","mg + 1 mg/gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"20 mg + 1 mg/gm"
"543","3.5","mg + 10000 IU + 10 mg/gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"3.5 mg + 10000 IU + 10 mg/gm"
"544","400","mg/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg/100 gm"
"545","320","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"320 mg"
"546","35","mg/3.5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"35 mg/3.5 ml"
"547",".75","gm + 25 gm + 1.3 gm + 1.45 gm/500 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".75 gm + 25 gm + 1.3 gm + 1.45 gm/500 ml"
"548","400","mg + 40 mg + 40 mg + 100 mg + 200 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg + 40 mg + 40 mg + 100 mg + 200 mg/100 ml"
"549","500","mg + 22.5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 mg + 22.5 mg"
"550","100","mg + 100 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 100 mg"
"551","125","mg/5ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"125 mg/5ml"
"552","200","mcg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mcg/ml"
"553","75","mg/3 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"75 mg/3 ml"
"554","450","mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"450 mg"
"555","150","mg + 300 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"150 mg + 300 mg"
"556","200","mg + 225 mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg + 225 mg/5 ml"
"557","100","mg + 150 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 150 mg"
"558","15","gm + 5 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"15 gm + 5 gm/100 ml"
"559","1","% + 1 % + 1 %","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 % + 1 % + 1 %"
"560","25","mg + 250 mg + 100 Lac IU + 100 mg/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"25 mg + 250 mg + 100 Lac IU + 100 mg/100 gm"
"561","5","mg/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg/100 gm"
"562","200","mg + 400 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg + 400 mcg"
"563","100","mg + 20 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 20 mg"
"564","200","mg + 200 mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg + 200 mcg"
"565","30","mg + .16 mg + 12.5 mg + .3 mg + 5 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"30 mg + .16 mg + 12.5 mg + .3 mg + 5 mg"
"566",".01","gm + 4 gm + .05 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".01 gm + 4 gm + .05 gm/100 gm"
"567","1","gm + 1 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1 gm + 1 gm/100 gm"
"568","2","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 gm/100 gm"
"569","17","gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"17 gm"
"570","2.5","mg + 250 mg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2.5 mg + 250 mg"
"571",".1","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".1 %"
"572",".75","ml + 1.93 ml/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".75 ml + 1.93 ml/5 ml"
"573",".5","%","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,".5 %"
"574","100","mg + 25 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 25 mg/100 ml"
"575","3","gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"3 gm/100 gm"
"576","500","IU + 10000 IU/gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"500 IU + 10000 IU/gm"
"577","200","mg + 500 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg + 500 mg/100 ml"
"578","4","mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"4 mg/100 ml"
"579","5","mg + .04 mg/ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + .04 mg/ml"
"580","100","mg + 300 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"100 mg + 300 mg/100 ml"
"581","200","mg + 125 mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"200 mg + 125 mg/5 ml"
"582","400","mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"400 mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml"
"583","1.035","gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"1.035 gm"
"584","150","mg/5 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"150 mg/5 ml"
"585","250","mcg","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"250 mcg"
"586","300","mg + 1 gm/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"300 mg + 1 gm/100 ml"
"587","2","gm + 1 gm/100 gm","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"2 gm + 1 gm/100 gm"
"588","5","mg + 20 mg/100 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"5 mg + 20 mg/100 ml"
"589","80","mg/2 ml","1","2025-01-16 19:32:52",NULL,NULL,NULL,NULL,NULL,"80 mg/2 ml"
