"id","name","slug","status","created_at","updated_at","deleted_at","created_by","updated_by","deleted_by"
"954","Fluticasone Furoate","fluticasone-furoate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"955","Insulin (Human) 30/70","insulin-(human)-30/70","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"956","Insulin (Human)  50/50","insulin-(human)--50/50","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"957","Insulin (Human) R","insulin-(human)-r","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"958","Insulin Glargin","insulin-glargin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"959","Clobetasol Propionate + Salicylic Acid","clobetasol-propionate-+-salicylic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"960","Calcium + Vitamin D","calcium-+-vitamin-d","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"961","Anastrozol","anastrozol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"962","Brimonidine Tartrate + Brinzolamide","brimonidine-tartrate-+-brinzolamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"963","Betamethasone + Clotrimazole + Gentamicin","betamethasone-+-clotrimazole-+-gentamicin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"964","Amitriptyline Hydrochloride + Chlordiazepoxide","amitriptyline-hydrochloride-+-chlordiazepoxide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"965","Silodosin","silodosin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"966","Tafluprost","tafluprost","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"967","Doxylamine Succinate + Pyridoxine Hydrochloride","doxylamine-succinate-+-pyridoxine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"968","Mesalamine","mesalamine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"969","Amprolium + Ascorbic Acid + Ethopabate + Mendione Sodium Bisulphite (Vitamin-K) + Sulphaquinoxaline","amprolium-+-ascorbic-acid-+-ethopabate-+-mendione-sodium-bisulphite-(vitamin-k)-+-sulphaquinoxaline","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"970","Megestrol Acetate","megestrol-acetate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"971","Antazoline Hydrochloride + Tetryzoline Hydrochloride","antazoline-hydrochloride-+-tetryzoline-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"972","Fusidic Acid Anhydrous","fusidic-acid-anhydrous","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"973","Dexamethasone + Moxifloxacin","dexamethasone-+-moxifloxacin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"974","Erlotinib","erlotinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"975","Brimonidine Tartrate","brimonidine-tartrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"976","Insulin (Human) N","insulin-(human)-n","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"977","Mesalazine","mesalazine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"978","Retapamulin","retapamulin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"979","Citicoline","citicoline","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"980","Lifitegrast","lifitegrast","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"981","Folic Acid + L-Lysine + Nicotinamide + Vitamin A + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B6 + Vitamin C + Vitamin D3 + Vitamin E","folic-acid-+-l-lysine-+-nicotinamide-+-vitamin-a-+-vitamin-b1-+-vitamin-b12-+-vitamin-b2-+-vitamin-b6-+-vitamin-c-+-vitamin-d3-+-vitamin-e","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"982","Lapatinib","lapatinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"983","Afatinib","afatinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"984","Erdosteine","erdosteine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"985","Obeticholic Acid","obeticholic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"986","Latanoprost + Netarsudil","latanoprost-+-netarsudil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"987","Netarsudil","netarsudil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"988","Palbociclib","palbociclib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"989","Ciprofibrate","ciprofibrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"990","Budesonide + Formoterol Fumarate + Glycopyrronium","budesonide-+-formoterol-fumarate-+-glycopyrronium","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"991","Oteseconazole","oteseconazole","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"992","Revefenacin","revefenacin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"993","Beclomethasone Dipropionate + Clotrimazole + Lidocaine Hydrochloride + Ofloxacin","beclomethasone-dipropionate-+-clotrimazole-+-lidocaine-hydrochloride-+-ofloxacin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"994","Luliconazole","luliconazole","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"995","Ertapenem","ertapenem","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"996","Gatifloxacin + Loteprednol Etabonate","gatifloxacin-+-loteprednol-etabonate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"997","Atropine Sulphate","atropine-sulphate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"998","Avibactam + Ceftazidime","avibactam-+-ceftazidime","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"999","Hydrochlorothiazide","hydrochlorothiazide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1000","Sucralfate","sucralfate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1001","Tioconazole","tioconazole","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1002","Perindopril Erbumine","perindopril-erbumine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1003","Indapamide + Perindopril Erbumine","indapamide-+-perindopril-erbumine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1004","Oxymorphone Hydrochloride","oxymorphone-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1005","Thiamine Hydrochloride (Vit-B1)","thiamine-hydrochloride-(vit-b1)","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1006","Ampicillin Trihydrate","ampicillin-trihydrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1007","Amoxicillin Trihydrate","amoxicillin-trihydrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1008","Flucloxacillin Sodium","flucloxacillin-sodium","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1009","Oxaliplatin","oxaliplatin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1010","Venetoclax","venetoclax","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1011","Methotrexate","methotrexate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1012","Fluorouracil","fluorouracil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1013","Propantheline Bromide","propantheline-bromide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1014","Cyclophosphamide","cyclophosphamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1015","Alverine Citrate","alverine-citrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1016","Peppermint Oil","peppermint-oil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1017","Tinidazole","tinidazole","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1018","Paclitaxel","paclitaxel","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1019","Gemcitabine","gemcitabine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1020","Cisplatin","cisplatin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1021","Adenosine","adenosine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1022","Urokinase","urokinase","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1023","Carboplatin","carboplatin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1024","Docetaxel","docetaxel","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1025","Poly (0-2 Hydroxyethyl Starch (Hydroxyethyl 130/0.4) + Sodium Chloride","poly-(0-2-hydroxyethyl-starch-(hydroxyethyl-130/0.4)-+-sodium-chloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1026","Inferferon Alfa-2a","inferferon-alfa-2a","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1027","Doxorubicin Hydrochloride","doxorubicin-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1028","Peginterferon Alfa-2a","peginterferon-alfa-2a","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1029","Capecitabine","capecitabine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1030","Etoposide","etoposide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1031","Vincristine Sulphate","vincristine-sulphate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1032","Imatinib","imatinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1033","Mercaptopurine","mercaptopurine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1034","Cytarabine","cytarabine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1035","Daunorubicin","daunorubicin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1036","Vinorelbine","vinorelbine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1037","Palonosetron","palonosetron","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1038","Paricalcitol","paricalcitol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1039","Amphotericin B","amphotericin-b","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1040","Desferrioxamine Mesilate","desferrioxamine-mesilate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1041","Flutamide","flutamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1042","Tamoxifen","tamoxifen","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1043","Agomelatine","agomelatine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1044","Pralidoxime Chloride","pralidoxime-chloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1045","Lubiprostone","lubiprostone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1046","Sunitinib","sunitinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1047","Everolimus","everolimus","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1048","Sorafenib","sorafenib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1049","Temozolomide Hydrochloride","temozolomide-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1050","Hydroxyurea","hydroxyurea","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1051","Milnacipran Hydrochloride","milnacipran-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1052","Mesna Disulfide","mesna-disulfide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1053","Ifosfamide","ifosfamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1054","Epirubicin Hydrochloride","epirubicin-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1055","Dextrose + Sodium Chloride","dextrose-+-sodium-chloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1056","Trastuzumab","trastuzumab","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1057","Bevacizumab","bevacizumab","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1058","Abiraterone Acetate","abiraterone-acetate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1059","Pegfilgrastim","pegfilgrastim","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1060","Coenzyme Q10 (Ubidecarenone)","coenzyme-q10-(ubidecarenone)","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1061","Carbetocin","carbetocin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1062","Pyridoxine Hydrochloride","pyridoxine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1063","Iloperidone","iloperidone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1064","Nanoparticle Albumin-Bound Paclitaxel","nanoparticle-albumin-bound-paclitaxel","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1065","Gefitinib","gefitinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1066","Heparin Sodium","heparin-sodium","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1067","Bicalutamide","bicalutamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1068","Cetuximab","cetuximab","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1069","Dasatinib","dasatinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1070","Fludarabine Phosphate","fludarabine-phosphate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1071","Norephinephrine","norephinephrine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1072","Bendamustine Hydrochloride","bendamustine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1073","Pemetrexed","pemetrexed","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1074","Irinotecan Hydrochloride","irinotecan-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1075","Lenalidomide","lenalidomide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1076","Daclatasvir","daclatasvir","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1077","Apremilast","apremilast","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1078","Tetrabenazine","tetrabenazine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1079","Osimertinib","osimertinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1080","Crizotinib","crizotinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1081","Regorafenib","regorafenib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1082","Tenofovir Alafenamide","tenofovir-alafenamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1083","Ibrutinib","ibrutinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1084","Axitinib","axitinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1085","Vinblastine Sulfate","vinblastine-sulfate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1086","Refined Soyabeen Oil","refined-soyabeen-oil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1087","Dacarbazine","dacarbazine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1088","Bortezomib","bortezomib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1089","Bleomycin","bleomycin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1090","Lenvatinib","lenvatinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1091","Alectinib","alectinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1092","Cabozantinib","cabozantinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1093","Neratinib","neratinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1094","L-Ornithine L-Aspartate","l-ornithine-l-aspartate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1095","Ponatinib","ponatinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1096","Apixaban","apixaban","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1097","Nintedanib","nintedanib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1098","Olaparib","olaparib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1099","Pazopanib","pazopanib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1100","Famciclovir","famciclovir","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1101","Arsenic Trioxide","arsenic-trioxide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1102","Calcium (Eggshell Source) + Vitamin D3","calcium-(eggshell-source)-+-vitamin-d3","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1103","Amisulpride","amisulpride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1104","Ethanol (96%)","ethanol-(96%)","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1105","Betrixaban","betrixaban","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1106","Chloral Hydrate","chloral-hydrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1107","Pembrolizumab","pembrolizumab","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1108","Nivolumab","nivolumab","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1109","Terlipressin Acetate","terlipressin-acetate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1110","Mycophenolate Mofetil","mycophenolate-mofetil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1111","Deferasirox","deferasirox","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1112","Apalutamide","apalutamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1113","Lanthanum","lanthanum","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1114","Dextromethorphan Hydrobromide + Guaiphenesin + Menthol","dextromethorphan-hydrobromide-+-guaiphenesin-+-menthol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1115","Primidone","primidone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1116","Azacitidine","azacitidine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1117","Ribociclib","ribociclib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1118","Enzalutamide","enzalutamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1119","Pirfenidone","pirfenidone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1120","Magnesium Oxide","magnesium-oxide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1121","Dextrose Anhydrous","dextrose-anhydrous","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1122","L-Asparaginase","l-asparaginase","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1123","Ruxolitinib","ruxolitinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1124","Erdafitinib","erdafitinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1125","Selpercatinib","selpercatinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1126","Entrectinib","entrectinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1127","Acalabrutinib","acalabrutinib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1128","Abemaciclib","abemaciclib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1129","Azathioprine","azathioprine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1130","Capmatibin","capmatibin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1131","Finerenone","finerenone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1132","Aprepitant","aprepitant","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1133","Levosimendan","levosimendan","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1134","Mavacamten","mavacamten","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1135","Pidotimod","pidotimod","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1136","Niraparib","niraparib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1137","Tipiracil + Trifluridine","tipiracil-+-trifluridine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1138","Saroglitazar","saroglitazar","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1139","Carfilzomib","carfilzomib","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1140","Gefapixant","gefapixant","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1141","Pancreatin","pancreatin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1142","Tirofiban","tirofiban","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1143","Adalimumab","adalimumab","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1144","Guaifenesin","guaifenesin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1145","Finasteride + Tadalafil","finasteride-+-tadalafil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1146","Darolutamide","darolutamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1147","Melatonin","melatonin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1148","Ascorbic Acid + Biotin + Cyanocobalamin + Dexpanthanol + Folic Acid + Nicotinamide + Pyridoxine Hydrochloride + Riboflavine Sodium Phosphate + Thiamine Nitrate","ascorbic-acid-+-biotin-+-cyanocobalamin-+-dexpanthanol-+-folic-acid-+-nicotinamide-+-pyridoxine-hydrochloride-+-riboflavine-sodium-phosphate-+-thiamine-nitrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1149","Aluminium Oxide + Magnesium Trisilicate","aluminium-oxide-+-magnesium-trisilicate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1150","Streptomycin + Sulfadiazine + Sulfadimidine + Sulfapyridine","streptomycin-+-sulfadiazine-+-sulfadimidine-+-sulfapyridine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1151","Doxycycline Hydrochloride + Tylosin Tartrate","doxycycline-hydrochloride-+-tylosin-tartrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1152","Gonadorelin","gonadorelin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1153","Benzyl Penicillin + Procaine Penicillin","benzyl-penicillin-+-procaine-penicillin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1154","Toldimfos Sodium","toldimfos-sodium","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1155","Bromhexine Hydrochloride + Phenylbutazone","bromhexine-hydrochloride-+-phenylbutazone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1156","Cloprostenol","cloprostenol","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1157","Calcium d-Pantothenate + DL-Methionine + Inositol + Nicotinamide + Vitamin B1 + Vitamin B12 + Vitamin B2 + Vitamin B6","calcium-d-pantothenate-+-dl-methionine-+-inositol-+-nicotinamide-+-vitamin-b1-+-vitamin-b12-+-vitamin-b2-+-vitamin-b6","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1158","Elemental Iron + Folic Acid + Zinc Sulphate Monohydrate","elemental-iron-+-folic-acid-+-zinc-sulphate-monohydrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1159","Glycine","glycine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1160","Alendronic Acid","alendronic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1161","Ciprofloxacin Hydrochloride","ciprofloxacin-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1162","Zaleplone","zaleplone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1163","Urea","urea","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1164","Mefenamic Acid","mefenamic-acid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1165","Nitrofurazone","nitrofurazone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1166","Pefloxacin","pefloxacin","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1167","Lidocaine","lidocaine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1168","Pyrazinamide","pyrazinamide","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1169","Isoniazid","isoniazid","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1170","Finasteride","finasteride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1171","Cimetidine","cimetidine","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1172","Adefovir Dipivoxil","adefovir-dipivoxil","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1173","Pentazocine Hydrochloride","pentazocine-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1174","Cinchocaine Hydrochloride + Hydrocortisone","cinchocaine-hydrochloride-+-hydrocortisone","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1175","Trimethoprim","trimethoprim","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1176","Oxybutynin Hydrochloride","oxybutynin-hydrochloride","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1177","Methyl Ergometrine Maleate","methyl-ergometrine-maleate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
"1178","Caffeine + Ergotamine Tartrate","caffeine-+-ergotamine-tartrate","1","2025-01-17 19:26:17",NULL,NULL,NULL,NULL,NULL
